Nick,League Points,Total Games,Daily League Points,Daily Games,lolchess
비잉빙돌아가는,156,98,0,0,https://lolchess.gg/profile/KR/비잉빙돌아가는
이지은금동,154,103,0,0,https://lolchess.gg/profile/KR/이지은금동
TOP SOLO KlNG,154,158,0,0,https://lolchess.gg/profile/KR/TOP SOLO KlNG
lIlIIllIlllIlIll,153,94,0,0,https://lolchess.gg/profile/KR/lIlIIllIlllIlIll
와라이오니,152,138,0,0,https://lolchess.gg/profile/KR/와라이오니
부감 촬영,152,146,0,0,https://lolchess.gg/profile/KR/부감 촬영
협찰찰찰,152,152,0,0,https://lolchess.gg/profile/KR/협찰찰찰
hipii,152,107,0,0,https://lolchess.gg/profile/KR/hipii
안혁준2,151,145,0,0,https://lolchess.gg/profile/KR/안혁준2
금발태닝안정현,150,270,0,0,https://lolchess.gg/profile/KR/금발태닝안정현
꼬마 고고개미,150,162,0,0,https://lolchess.gg/profile/KR/꼬마 고고개미
최상의 폼,150,237,0,0,https://lolchess.gg/profile/KR/최상의 폼
던파정공,149,190,0,0,https://lolchess.gg/profile/KR/던파정공
꼬니는사랑입니다,149,84,0,0,https://lolchess.gg/profile/KR/꼬니는사랑입니다
싼타할매,149,202,0,0,https://lolchess.gg/profile/KR/싼타할매
엉망진창 보리님,149,183,0,0,https://lolchess.gg/profile/KR/엉망진창 보리님
mmaki,147,215,0,0,https://lolchess.gg/profile/KR/mmaki
심장이쿵했다,146,107,0,0,https://lolchess.gg/profile/KR/심장이쿵했다
팡윤승,146,84,0,0,https://lolchess.gg/profile/KR/팡윤승
차두라리스크,144,247,0,0,https://lolchess.gg/profile/KR/차두라리스크
허니비 YouTube,143,213,0,0,https://lolchess.gg/profile/KR/허니비 YouTube
초콜렛공장부사장,143,118,0,0,https://lolchess.gg/profile/KR/초콜렛공장부사장
Deception,143,141,0,0,https://lolchess.gg/profile/KR/Deception
여성청결제,141,180,0,0,https://lolchess.gg/profile/KR/여성청결제
꼬마 현누당,140,145,0,0,https://lolchess.gg/profile/KR/꼬마 현누당
꼬마 밥사,140,226,0,0,https://lolchess.gg/profile/KR/꼬마 밥사
아흑팡,139,278,0,0,https://lolchess.gg/profile/KR/아흑팡
영돌이,137,128,0,0,https://lolchess.gg/profile/KR/영돌이
시작하면muteall,137,217,0,0,https://lolchess.gg/profile/KR/시작하면muteall
민보배2,137,71,0,0,https://lolchess.gg/profile/KR/민보배2
KT 영어선생님,137,123,0,0,https://lolchess.gg/profile/KR/KT 영어선생님
경이보고배움,137,284,0,0,https://lolchess.gg/profile/KR/경이보고배움
혈통좋은사람,137,145,0,0,https://lolchess.gg/profile/KR/혈통좋은사람
Wonder la der la,136,125,0,0,https://lolchess.gg/profile/KR/Wonder la der la
fhfcpdnlgoaksems,136,170,0,0,https://lolchess.gg/profile/KR/fhfcpdnlgoaksems
Crimesays,135,174,0,0,https://lolchess.gg/profile/KR/Crimesays
TwTF 상로쿠,134,116,0,0,https://lolchess.gg/profile/KR/TwTF 상로쿠
aveugIe,133,163,0,0,https://lolchess.gg/profile/KR/aveugIe
참새현,133,228,0,0,https://lolchess.gg/profile/KR/참새현
연 장 점,133,300,0,0,https://lolchess.gg/profile/KR/연 장 점
보슬비,132,140,0,0,https://lolchess.gg/profile/KR/보슬비
겸댕뿌잉,132,75,0,0,https://lolchess.gg/profile/KR/겸댕뿌잉
명품서폿나재한,131,189,0,0,https://lolchess.gg/profile/KR/명품서폿나재한
TFT gooanil,130,290,0,0,https://lolchess.gg/profile/KR/TFT gooanil
가슴큰 여자가 짱,130,259,0,0,https://lolchess.gg/profile/KR/가슴큰 여자가 짱
스미노프,130,96,0,0,https://lolchess.gg/profile/KR/스미노프
WinMo,129,134,0,0,https://lolchess.gg/profile/KR/WinMo
맥주먹다 다친 훈,129,136,0,0,https://lolchess.gg/profile/KR/맥주먹다 다친 훈
Stiis,128,141,0,0,https://lolchess.gg/profile/KR/Stiis
네네네네네대폭주,128,145,0,0,https://lolchess.gg/profile/KR/네네네네네대폭주
unlord,128,109,0,0,https://lolchess.gg/profile/KR/unlord
잠이 드는 상상,128,236,0,0,https://lolchess.gg/profile/KR/잠이 드는 상상
4a4a4a4a4a4a,127,167,0,0,https://lolchess.gg/profile/KR/4a4a4a4a4a4a
돌돌잭,126,178,0,0,https://lolchess.gg/profile/KR/돌돌잭
백숭민,126,136,0,0,https://lolchess.gg/profile/KR/백숭민
난몰라,125,97,0,0,https://lolchess.gg/profile/KR/난몰라
유농농이,125,118,0,0,https://lolchess.gg/profile/KR/유농농이
ShrimpVicious,125,90,0,0,https://lolchess.gg/profile/KR/ShrimpVicious
순 바,125,163,0,0,https://lolchess.gg/profile/KR/순 바
벚꽃s,124,180,0,0,https://lolchess.gg/profile/KR/벚꽃s
남부지소,124,163,0,0,https://lolchess.gg/profile/KR/남부지소
비타민먹기싫어,124,126,0,0,https://lolchess.gg/profile/KR/비타민먹기싫어
따뜻한 만찐두빵,123,110,0,0,https://lolchess.gg/profile/KR/따뜻한 만찐두빵
Twitch 라드갓님,123,160,0,0,https://lolchess.gg/profile/KR/Twitch 라드갓님
호빵맨지환이,123,201,0,0,https://lolchess.gg/profile/KR/호빵맨지환이
경기도올,122,82,0,0,https://lolchess.gg/profile/KR/경기도올
이세사범,122,96,0,0,https://lolchess.gg/profile/KR/이세사범
광어콩,122,158,0,0,https://lolchess.gg/profile/KR/광어콩
안녕하세 연두,122,243,0,0,https://lolchess.gg/profile/KR/안녕하세 연두
짜 태,122,106,0,0,https://lolchess.gg/profile/KR/짜 태
꼬마 두억시니,122,126,0,0,https://lolchess.gg/profile/KR/꼬마 두억시니
김치현민,122,124,0,0,https://lolchess.gg/profile/KR/김치현민
루트10,121,57,0,0,https://lolchess.gg/profile/KR/루트10
탈론 대깨,120,139,0,0,https://lolchess.gg/profile/KR/탈론 대깨
Noxian Crow,120,161,0,0,https://lolchess.gg/profile/KR/Noxian Crow
꾸 당 앙,120,226,0,0,https://lolchess.gg/profile/KR/꾸 당 앙
Amiya Kugijjada,119,193,0,0,https://lolchess.gg/profile/KR/Amiya Kugijjada
나숑이,119,83,0,0,https://lolchess.gg/profile/KR/나숑이
내가오거마법사다,119,142,0,0,https://lolchess.gg/profile/KR/내가오거마법사다
띵 땡,119,203,0,0,https://lolchess.gg/profile/KR/띵 땡
592910,119,122,0,0,https://lolchess.gg/profile/KR/592910
vvvvvwwvwvwvw,118,167,0,0,https://lolchess.gg/profile/KR/vvvvvwwvwvwvw
빠파미떼,118,141,0,0,https://lolchess.gg/profile/KR/빠파미떼
흉포한 늑대,116,169,0,0,https://lolchess.gg/profile/KR/흉포한 늑대
장주현,116,249,0,0,https://lolchess.gg/profile/KR/장주현
이갓봉,116,104,0,0,https://lolchess.gg/profile/KR/이갓봉
준처님,115,89,0,0,https://lolchess.gg/profile/KR/준처님
모구모구 딸기맛,115,171,0,0,https://lolchess.gg/profile/KR/모구모구 딸기맛
저격마스터윤태훈,114,87,0,0,https://lolchess.gg/profile/KR/저격마스터윤태훈
아메리카노 쪼아,113,175,0,0,https://lolchess.gg/profile/KR/아메리카노 쪼아
LEE DONNA,113,157,0,0,https://lolchess.gg/profile/KR/LEE DONNA
김기현짱멋져,113,127,0,0,https://lolchess.gg/profile/KR/김기현짱멋져
널사Lo,112,168,0,0,https://lolchess.gg/profile/KR/널사Lo
주영호,111,212,0,0,https://lolchess.gg/profile/KR/주영호
팀 플레이어,111,228,0,0,https://lolchess.gg/profile/KR/팀 플레이어
isaac11,111,170,0,0,https://lolchess.gg/profile/KR/isaac11
Ccrespo,110,127,0,0,https://lolchess.gg/profile/KR/Ccrespo
저는 모릅니다,110,122,0,0,https://lolchess.gg/profile/KR/저는 모릅니다
아가돼지 남미,110,98,0,0,https://lolchess.gg/profile/KR/아가돼지 남미
ASAPASAPASAPASAP,109,100,0,0,https://lolchess.gg/profile/KR/ASAPASAPASAPASAP
오빠난채팅안해,109,228,0,0,https://lolchess.gg/profile/KR/오빠난채팅안해
cowall,109,103,0,0,https://lolchess.gg/profile/KR/cowall
쪼해피롱,108,174,0,0,https://lolchess.gg/profile/KR/쪼해피롱
Kanata Ch,108,97,0,0,https://lolchess.gg/profile/KR/Kanata Ch
uL 또리,108,88,0,0,https://lolchess.gg/profile/KR/uL 또리
다냥냥,107,185,0,0,https://lolchess.gg/profile/KR/다냥냥
3성 문다은,106,183,0,0,https://lolchess.gg/profile/KR/3성 문다은
사건의 특이점,105,179,0,0,https://lolchess.gg/profile/KR/사건의 특이점
놈 지 ,103,155,0,0,https://lolchess.gg/profile/KR/놈 지 
Rhane,103,133,0,0,https://lolchess.gg/profile/KR/Rhane
Choa2,102,221,0,0,https://lolchess.gg/profile/KR/Choa2
HooDBoY,102,93,0,0,https://lolchess.gg/profile/KR/HooDBoY
King경운s,102,177,0,0,https://lolchess.gg/profile/KR/King경운s
지로        지로,102,204,0,0,https://lolchess.gg/profile/KR/지로        지로
X윤석열X,101,131,0,0,https://lolchess.gg/profile/KR/X윤석열X
Oreoreoreoreoreo,101,171,0,0,https://lolchess.gg/profile/KR/Oreoreoreoreoreo
PopArt,100,88,0,0,https://lolchess.gg/profile/KR/PopArt
춘천감자맨,98,148,0,0,https://lolchess.gg/profile/KR/춘천감자맨
쨔우킹,98,80,0,0,https://lolchess.gg/profile/KR/쨔우킹
지구미 예나,98,154,0,0,https://lolchess.gg/profile/KR/지구미 예나
밥사랑,98,176,0,0,https://lolchess.gg/profile/KR/밥사랑
탑이지면탑차이야,98,118,0,0,https://lolchess.gg/profile/KR/탑이지면탑차이야
착한여자,97,160,0,0,https://lolchess.gg/profile/KR/착한여자
퓨얼스,96,159,0,0,https://lolchess.gg/profile/KR/퓨얼스
두렁두렁 두렁이,96,135,0,0,https://lolchess.gg/profile/KR/두렁두렁 두렁이
무지성 운영,95,166,0,0,https://lolchess.gg/profile/KR/무지성 운영
핑크다이아몬드,95,141,0,0,https://lolchess.gg/profile/KR/핑크다이아몬드
9호선흑석역,94,99,0,0,https://lolchess.gg/profile/KR/9호선흑석역
몹시공격적인사람,94,234,0,0,https://lolchess.gg/profile/KR/몹시공격적인사람
05모델지망생,94,161,0,0,https://lolchess.gg/profile/KR/05모델지망생
용원부계,94,87,0,0,https://lolchess.gg/profile/KR/용원부계
케 시,93,121,0,0,https://lolchess.gg/profile/KR/케 시
Chaos Buck,92,173,0,0,https://lolchess.gg/profile/KR/Chaos Buck
과 랑,91,236,0,0,https://lolchess.gg/profile/KR/과 랑
빵지크,91,155,0,0,https://lolchess.gg/profile/KR/빵지크
토마토맛집토론토,91,146,0,0,https://lolchess.gg/profile/KR/토마토맛집토론토
지이루우,91,185,0,0,https://lolchess.gg/profile/KR/지이루우
뚜 빠,91,224,0,0,https://lolchess.gg/profile/KR/뚜 빠
딩뎅동당,91,100,0,0,https://lolchess.gg/profile/KR/딩뎅동당
경 휘,90,334,0,0,https://lolchess.gg/profile/KR/경 휘
오소리팔,90,224,0,0,https://lolchess.gg/profile/KR/오소리팔
vlelrk123,90,196,0,0,https://lolchess.gg/profile/KR/vlelrk123
비누주워드려요,90,111,0,0,https://lolchess.gg/profile/KR/비누주워드려요
 쓰레쉬 좋아,89,94,0,0,https://lolchess.gg/profile/KR/ 쓰레쉬 좋아
가볍게올라간다,87,185,0,0,https://lolchess.gg/profile/KR/가볍게올라간다
정글안주면트롤,87,121,0,0,https://lolchess.gg/profile/KR/정글안주면트롤
찌눙씌,87,170,0,0,https://lolchess.gg/profile/KR/찌눙씌
블고수,87,170,0,0,https://lolchess.gg/profile/KR/블고수
소셜책,86,155,0,0,https://lolchess.gg/profile/KR/소셜책
시온하다,86,76,0,0,https://lolchess.gg/profile/KR/시온하다
재벌2세 얼굴천재,86,315,0,0,https://lolchess.gg/profile/KR/재벌2세 얼굴천재
유연한 accident,85,150,0,0,https://lolchess.gg/profile/KR/유연한 accident
오리뚜,85,186,0,0,https://lolchess.gg/profile/KR/오리뚜
Posible,84,236,0,0,https://lolchess.gg/profile/KR/Posible
암살자 무한의대검,84,50,0,0,https://lolchess.gg/profile/KR/암살자 무한의대검
New A New M,83,206,0,0,https://lolchess.gg/profile/KR/New A New M
계 패,83,152,0,0,https://lolchess.gg/profile/KR/계 패
KT   DY,83,105,0,0,https://lolchess.gg/profile/KR/KT   DY
백전로장,82,59,0,0,https://lolchess.gg/profile/KR/백전로장
NaruK,82,278,0,0,https://lolchess.gg/profile/KR/NaruK
uL 귤이,82,156,0,0,https://lolchess.gg/profile/KR/uL 귤이
드로우갓겜,80,143,0,0,https://lolchess.gg/profile/KR/드로우갓겜
YingXuanZZ,80,327,0,0,https://lolchess.gg/profile/KR/YingXuanZZ
시원한 바람처럼 너 불어와,80,203,0,0,https://lolchess.gg/profile/KR/시원한 바람처럼 너 불어와
깨멍 Youtube,79,149,0,0,https://lolchess.gg/profile/KR/깨멍 Youtube
kissphs,79,121,0,0,https://lolchess.gg/profile/KR/kissphs
짹짹이는 귀여워,79,85,0,0,https://lolchess.gg/profile/KR/짹짹이는 귀여워
하앙짜릿행,78,123,0,0,https://lolchess.gg/profile/KR/하앙짜릿행
에 폐,78,165,0,0,https://lolchess.gg/profile/KR/에 폐
해설왕봉달이,78,284,0,0,https://lolchess.gg/profile/KR/해설왕봉달이
잠원호랑이,77,187,0,0,https://lolchess.gg/profile/KR/잠원호랑이
헬스덱연구소,77,62,0,0,https://lolchess.gg/profile/KR/헬스덱연구소
DragonBa11,76,103,0,0,https://lolchess.gg/profile/KR/DragonBa11
도롱뇽랜드,75,124,0,0,https://lolchess.gg/profile/KR/도롱뇽랜드
KGE,75,79,0,0,https://lolchess.gg/profile/KR/KGE
성 난 앵즙,75,198,0,0,https://lolchess.gg/profile/KR/성 난 앵즙
임댕댕,75,78,0,0,https://lolchess.gg/profile/KR/임댕댕
bardias,75,147,0,0,https://lolchess.gg/profile/KR/bardias
암 얼웨이즈 허슬,75,190,0,0,https://lolchess.gg/profile/KR/암 얼웨이즈 허슬
euro,74,228,0,0,https://lolchess.gg/profile/KR/euro
양대님,72,181,0,0,https://lolchess.gg/profile/KR/양대님
원딜 OI즈리얼,72,179,0,0,https://lolchess.gg/profile/KR/원딜 OI즈리얼
밍키밍밍,72,206,0,0,https://lolchess.gg/profile/KR/밍키밍밍
Aashan,72,183,0,0,https://lolchess.gg/profile/KR/Aashan
졸나미,71,86,0,0,https://lolchess.gg/profile/KR/졸나미
너만 좋다면,71,151,0,0,https://lolchess.gg/profile/KR/너만 좋다면
구지금,70,215,0,0,https://lolchess.gg/profile/KR/구지금
모난돌,70,106,0,0,https://lolchess.gg/profile/KR/모난돌
오마이걸팬임,70,109,0,0,https://lolchess.gg/profile/KR/오마이걸팬임
협곡예절주입기,70,207,0,0,https://lolchess.gg/profile/KR/협곡예절주입기
록 찬,70,228,0,0,https://lolchess.gg/profile/KR/록 찬
나아이디뭐하지,70,134,0,0,https://lolchess.gg/profile/KR/나아이디뭐하지
영 태,69,124,0,0,https://lolchess.gg/profile/KR/영 태
출소 후,69,226,0,0,https://lolchess.gg/profile/KR/출소 후
Vietnam Mango,69,137,0,0,https://lolchess.gg/profile/KR/Vietnam Mango
원파링,69,280,0,0,https://lolchess.gg/profile/KR/원파링
Hz 빨딱서기,68,201,0,0,https://lolchess.gg/profile/KR/Hz 빨딱서기
먹다남긴단팥빵,67,235,0,0,https://lolchess.gg/profile/KR/먹다남긴단팥빵
두부로후두부,67,196,0,0,https://lolchess.gg/profile/KR/두부로후두부
Hz 은솔,67,119,0,0,https://lolchess.gg/profile/KR/Hz 은솔
조리퐁종이숟가락,67,319,0,0,https://lolchess.gg/profile/KR/조리퐁종이숟가락
이봉철2,67,99,0,0,https://lolchess.gg/profile/KR/이봉철2
돈보다 행복,67,155,0,0,https://lolchess.gg/profile/KR/돈보다 행복
강지비91,66,109,0,0,https://lolchess.gg/profile/KR/강지비91
긍정의힘을믿어요,66,127,0,0,https://lolchess.gg/profile/KR/긍정의힘을믿어요
Bete,66,153,0,0,https://lolchess.gg/profile/KR/Bete
TFT,65,129,0,0,https://lolchess.gg/profile/KR/TFT
hakyoung,64,109,0,0,https://lolchess.gg/profile/KR/hakyoung
으라차차 코르키 ,64,75,0,0,https://lolchess.gg/profile/KR/으라차차 코르키 
중환자실입니다,64,119,0,0,https://lolchess.gg/profile/KR/중환자실입니다
색맹트페이동희,64,131,0,0,https://lolchess.gg/profile/KR/색맹트페이동희
선처없음,64,189,0,0,https://lolchess.gg/profile/KR/선처없음
어쩔뽀삐 저쩔티모,63,166,0,0,https://lolchess.gg/profile/KR/어쩔뽀삐 저쩔티모
동네할매폐지찢기,62,160,0,0,https://lolchess.gg/profile/KR/동네할매폐지찢기
김민니 팬클럽,62,81,0,0,https://lolchess.gg/profile/KR/김민니 팬클럽
Huido,61,195,0,0,https://lolchess.gg/profile/KR/Huido
간절하면외쳐라,61,95,0,0,https://lolchess.gg/profile/KR/간절하면외쳐라
어나미머스,60,147,0,0,https://lolchess.gg/profile/KR/어나미머스
neverforg0t,60,81,0,0,https://lolchess.gg/profile/KR/neverforg0t
Acaron,60,55,0,0,https://lolchess.gg/profile/KR/Acaron
Metabolite,60,118,0,0,https://lolchess.gg/profile/KR/Metabolite
조몽쿤,60,107,0,0,https://lolchess.gg/profile/KR/조몽쿤
샹크승,59,85,0,0,https://lolchess.gg/profile/KR/샹크승
이쁜데 겜도 잘해,59,174,0,0,https://lolchess.gg/profile/KR/이쁜데 겜도 잘해
아르니카,59,175,0,0,https://lolchess.gg/profile/KR/아르니카
BaraKan,59,123,0,0,https://lolchess.gg/profile/KR/BaraKan
송창용,59,106,0,0,https://lolchess.gg/profile/KR/송창용
Luccl,59,170,0,0,https://lolchess.gg/profile/KR/Luccl
강릉    롤체,59,45,0,0,https://lolchess.gg/profile/KR/강릉    롤체
chessminist,59,130,0,0,https://lolchess.gg/profile/KR/chessminist
uL 코스모,58,67,0,0,https://lolchess.gg/profile/KR/uL 코스모
꼬마펭구리,58,278,0,0,https://lolchess.gg/profile/KR/꼬마펭구리
패트롤원툴vv,58,153,0,0,https://lolchess.gg/profile/KR/패트롤원툴vv
동 뾰,57,117,0,0,https://lolchess.gg/profile/KR/동 뾰
inefficient,57,100,0,0,https://lolchess.gg/profile/KR/inefficient
임태선,57,167,0,0,https://lolchess.gg/profile/KR/임태선
imaginn,56,202,0,0,https://lolchess.gg/profile/KR/imaginn
이이잉 마이구미,56,240,0,0,https://lolchess.gg/profile/KR/이이잉 마이구미
댜 구,56,124,0,0,https://lolchess.gg/profile/KR/댜 구
황금동정마담,56,289,0,0,https://lolchess.gg/profile/KR/황금동정마담
후망호,56,114,0,0,https://lolchess.gg/profile/KR/후망호
열심히일을하자,56,136,0,0,https://lolchess.gg/profile/KR/열심히일을하자
EsSen,56,146,0,0,https://lolchess.gg/profile/KR/EsSen
공3업스콜지,56,79,0,0,https://lolchess.gg/profile/KR/공3업스콜지
q OuO r,56,115,0,0,https://lolchess.gg/profile/KR/q OuO r
깜안림우진,56,128,0,0,https://lolchess.gg/profile/KR/깜안림우진
Fare,55,113,0,0,https://lolchess.gg/profile/KR/Fare
맹하이이,55,191,0,0,https://lolchess.gg/profile/KR/맹하이이
SolarHot,55,168,0,0,https://lolchess.gg/profile/KR/SolarHot
순방하게해줘,55,115,0,0,https://lolchess.gg/profile/KR/순방하게해줘
lolocoba,55,147,0,0,https://lolchess.gg/profile/KR/lolocoba
꼬마 간미,55,86,0,0,https://lolchess.gg/profile/KR/꼬마 간미
Karina aespa S2,55,94,0,0,https://lolchess.gg/profile/KR/Karina aespa S2
지뇨비,54,145,0,0,https://lolchess.gg/profile/KR/지뇨비
아재의불꽃컨트롤,54,105,0,0,https://lolchess.gg/profile/KR/아재의불꽃컨트롤
빈틈 fan,54,185,0,0,https://lolchess.gg/profile/KR/빈틈 fan
그거그거그거그거,54,73,0,0,https://lolchess.gg/profile/KR/그거그거그거그거
인디고뮤직,54,142,0,0,https://lolchess.gg/profile/KR/인디고뮤직
절대좌절하지않아,54,67,0,0,https://lolchess.gg/profile/KR/절대좌절하지않아
큐잡는데18분,53,67,0,0,https://lolchess.gg/profile/KR/큐잡는데18분
냄윤성,52,117,0,0,https://lolchess.gg/profile/KR/냄윤성
착해져라 내 마음,52,100,0,0,https://lolchess.gg/profile/KR/착해져라 내 마음
갱부기,52,184,0,0,https://lolchess.gg/profile/KR/갱부기
뚜두보고등웃음,52,193,0,0,https://lolchess.gg/profile/KR/뚜두보고등웃음
송부로,52,113,0,0,https://lolchess.gg/profile/KR/송부로
since88,52,97,0,0,https://lolchess.gg/profile/KR/since88
pRo4s,52,130,0,0,https://lolchess.gg/profile/KR/pRo4s
Jhin Tonic,52,77,0,0,https://lolchess.gg/profile/KR/Jhin Tonic
산천어홍보대사,52,72,0,0,https://lolchess.gg/profile/KR/산천어홍보대사
닭뷰랄,51,184,0,0,https://lolchess.gg/profile/KR/닭뷰랄
Sunder Flute,51,157,0,0,https://lolchess.gg/profile/KR/Sunder Flute
급식class,51,155,0,0,https://lolchess.gg/profile/KR/급식class
중특브레인,51,195,0,0,https://lolchess.gg/profile/KR/중특브레인
소리잔,50,187,0,0,https://lolchess.gg/profile/KR/소리잔
으 뇬,50,104,0,0,https://lolchess.gg/profile/KR/으 뇬
sry its ur fault,50,223,0,0,https://lolchess.gg/profile/KR/sry its ur fault
박박원원일일,50,124,0,0,https://lolchess.gg/profile/KR/박박원원일일
사자룡,50,143,0,0,https://lolchess.gg/profile/KR/사자룡
락득구,49,109,0,0,https://lolchess.gg/profile/KR/락득구
요슐램프찌니,49,158,0,0,https://lolchess.gg/profile/KR/요슐램프찌니
Blackdogzz,49,262,0,0,https://lolchess.gg/profile/KR/Blackdogzz
롤체용안나오니,49,135,0,0,https://lolchess.gg/profile/KR/롤체용안나오니
Jinsu Song,48,174,0,0,https://lolchess.gg/profile/KR/Jinsu Song
sinaeleeeee,48,142,0,0,https://lolchess.gg/profile/KR/sinaeleeeee
오토 퀸 출신,48,89,0,0,https://lolchess.gg/profile/KR/오토 퀸 출신
버스왕 혜지,48,243,0,0,https://lolchess.gg/profile/KR/버스왕 혜지
NeOx HeCa,48,110,0,0,https://lolchess.gg/profile/KR/NeOx HeCa
오늘은 이걸로 해,48,58,0,0,https://lolchess.gg/profile/KR/오늘은 이걸로 해
엉망진창 오띠띠,48,164,0,0,https://lolchess.gg/profile/KR/엉망진창 오띠띠
선미꺼,47,94,0,0,https://lolchess.gg/profile/KR/선미꺼
시돈이데쓰,47,149,0,0,https://lolchess.gg/profile/KR/시돈이데쓰
TFT NOVA,47,131,0,0,https://lolchess.gg/profile/KR/TFT NOVA
MintCola,46,114,0,0,https://lolchess.gg/profile/KR/MintCola
황순민,46,317,0,0,https://lolchess.gg/profile/KR/황순민
Theory of Lovity,46,118,0,0,https://lolchess.gg/profile/KR/Theory of Lovity
리미트시그마,46,194,0,0,https://lolchess.gg/profile/KR/리미트시그마
재구몬,46,178,0,0,https://lolchess.gg/profile/KR/재구몬
CooL503,45,91,0,0,https://lolchess.gg/profile/KR/CooL503
Faker 4세,45,114,0,0,https://lolchess.gg/profile/KR/Faker 4세
3성 동우,45,142,0,0,https://lolchess.gg/profile/KR/3성 동우
타이사,45,263,0,0,https://lolchess.gg/profile/KR/타이사
twobox,45,229,0,0,https://lolchess.gg/profile/KR/twobox
목없는시민,45,222,0,0,https://lolchess.gg/profile/KR/목없는시민
